stroke,video_name,pose_path
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1743-1758.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1743-1758.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1825-1837.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1825-1837.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1932-1945.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f1932-1945.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f199-211.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f199-211.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f20385-20400.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f20385-20400.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f25723-25734.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f25723-25734.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f2728-2741.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f2728-2741.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3284-3299.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3284-3299.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3710-3720.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3710-3720.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3946-3958.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f3946-3958.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f4211-4225.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f4211-4225.json
Backhand,e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f5989-6000.mp4,../artifacts/poses_bbox/e8997432_FINAL_Premier_Padel_MILANO_P1_Coello_Tap_Backhand_f5989-6000.json
Backhand_Volley,4965c88d_IMG_6592_Backhand_Volley_f15597-15611.mp4,../artifacts/poses_bbox/4965c88d_IMG_6592_Backhand_Volley_f15597-15611.json
Backhand_Volley,4965c88d_IMG_6592_Backhand_Volley_f16181-16195.mp4,../artifacts/poses_bbox/4965c88d_IMG_6592_Backhand_Volley_f16181-16195.json
Backhand_Volley,4965c88d_IMG_6592_Backhand_Volley_f16805-16818.mp4,../artifacts/poses_bbox/4965c88d_IMG_6592_Backhand_Volley_f16805-16818.json
Backhand_Volley,750cdfaf_IMG_6593_Backhand_Volley_f4372-4384.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Backhand_Volley_f4372-4384.json
Backhand_Volley,750cdfaf_IMG_6593_Backhand_Volley_f5229-5240.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Backhand_Volley_f5229-5240.json
Backhand_Volley,750cdfaf_IMG_6593_Backhand_Volley_f5449-5460.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Backhand_Volley_f5449-5460.json
Backhand_Volley,750cdfaf_IMG_6593_Backhand_Volley_f7476-7489.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Backhand_Volley_f7476-7489.json
Backhand_Volley,750cdfaf_IMG_6593_Backhand_Volley_f7656-7670.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Backhand_Volley_f7656-7670.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1029-1038.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1029-1038.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1110-1118.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1110-1118.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1804-1811.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f1804-1811.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f190-201.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f190-201.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2215-2225.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2215-2225.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f222-234.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f222-234.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2365-2375.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2365-2375.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2592-2602.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2592-2602.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2632-2641.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f2632-2641.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f308-318.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f308-318.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3231-3240.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3231-3240.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3566-3575.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3566-3575.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3967-3977.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f3967-3977.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4247-4257.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4247-4257.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4550-4559.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4550-4559.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4854-4865.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f4854-4865.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f5084-5091.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f5084-5091.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f5644-5652.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f5644-5652.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f617-626.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f617-626.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f6445-6454.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f6445-6454.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f670-681.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f670-681.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7334-7343.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7334-7343.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7362-7371.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7362-7371.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7404-7415.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f7404-7415.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f8308-8318.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f8308-8318.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f8582-8591.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f8582-8591.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9294-9303.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9294-9303.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9558-9569.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9558-9569.json
Backhand_Volley,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9903-9911.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Backhand_Volley_f9903-9911.json
Backhand_Volley,a9675986_IMG_6589_Backhand_Volley_f12922-12935.mp4,../artifacts/poses_bbox/a9675986_IMG_6589_Backhand_Volley_f12922-12935.json
Backhand_Volley,a9675986_IMG_6589_Backhand_Volley_f6691-6703.mp4,../artifacts/poses_bbox/a9675986_IMG_6589_Backhand_Volley_f6691-6703.json
Backhand_Volley,d4e34e3e_IMG_6557_Backhand_Volley_f2865-2882.mp4,../artifacts/poses_bbox/d4e34e3e_IMG_6557_Backhand_Volley_f2865-2882.json
Backhand_Volley,d4e34e3e_IMG_6557_Backhand_Volley_f3479-3492.mp4,../artifacts/poses_bbox/d4e34e3e_IMG_6557_Backhand_Volley_f3479-3492.json
Backhand_Volley,d4e34e3e_IMG_6557_Backhand_Volley_f8485-8501.mp4,../artifacts/poses_bbox/d4e34e3e_IMG_6557_Backhand_Volley_f8485-8501.json
Vibora_Bandeja,448aeb92_IMG_6552_Bandeja_f21060-21072.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Bandeja_f21060-21072.json
Vibora_Bandeja,448aeb92_IMG_6552_Bandeja_f21610-21625.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Bandeja_f21610-21625.json
Vibora_Bandeja,448aeb92_IMG_6552_Bandeja_f8763-8772.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Bandeja_f8763-8772.json
Vibora_Bandeja,448aeb92_IMG_6552_Bandeja_f9670-9685.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Bandeja_f9670-9685.json
Vibora_Bandeja,750cdfaf_IMG_6593_Bandeja_f16399-16414.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Bandeja_f16399-16414.json
Vibora_Bandeja,750cdfaf_IMG_6593_Bandeja_f20441-20453.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Bandeja_f20441-20453.json
Vibora_Bandeja,750cdfaf_IMG_6593_Bandeja_f20525-20537.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Bandeja_f20525-20537.json
Vibora_Bandeja,750cdfaf_IMG_6593_Bandeja_f7722-7737.mp4,../artifacts/poses_bbox/750cdfaf_IMG_6593_Bandeja_f7722-7737.json
Forehand,108cfa87_IMG_6554_Forehand_f1673-1687.mp4,../artifacts/poses_bbox/108cfa87_IMG_6554_Forehand_f1673-1687.json
Forehand,108cfa87_IMG_6554_Forehand_f683-696.mp4,../artifacts/poses_bbox/108cfa87_IMG_6554_Forehand_f683-696.json
Forehand,108cfa87_IMG_6554_Forehand_f736-749.mp4,../artifacts/poses_bbox/108cfa87_IMG_6554_Forehand_f736-749.json
Forehand,108cfa87_IMG_6554_Forehand_f8422-8435.mp4,../artifacts/poses_bbox/108cfa87_IMG_6554_Forehand_f8422-8435.json
Forehand,448aeb92_IMG_6552_Forehand_f12958-12968.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_f12958-12968.json
Forehand,448aeb92_IMG_6552_Forehand_f9390-9403.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_f9390-9403.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f1774-1782.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f1774-1782.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2015-2026.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2015-2026.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2617-2627.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2617-2627.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2655-2664.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f2655-2664.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f293-305.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f293-305.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3179-3189.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3179-3189.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3214-3225.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3214-3225.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3904-3919.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3904-3919.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3951-3962.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f3951-3962.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4185-4195.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4185-4195.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4230-4241.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4230-4241.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4532-4543.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4532-4543.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4874-4884.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f4874-4884.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f5067-5077.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f5067-5077.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f598-609.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f598-609.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f6427-6437.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f6427-6437.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f654-665.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f654-665.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f6836-6845.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f6836-6845.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8294-8303.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8294-8303.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8339-8347.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8339-8347.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8563-8574.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8563-8574.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8813-8824.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f8813-8824.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9586-9597.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9586-9597.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9625-9632.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9625-9632.json
Forehand,a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9886-9897.mp4,../artifacts/poses_bbox/a0136e6b_Di_Nenno_Augsburger_vs_Garcia_Barahona_M_Forehand_f9886-9897.json
Forehand,d4e34e3e_IMG_6557_Forehand_f1565-1579.mp4,../artifacts/poses_bbox/d4e34e3e_IMG_6557_Forehand_f1565-1579.json
Forehand,d4e34e3e_IMG_6557_Forehand_f2667-2682.mp4,../artifacts/poses_bbox/d4e34e3e_IMG_6557_Forehand_f2667-2682.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f20863-20876.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f20863-20876.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f20905-20918.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f20905-20918.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f20947-20958.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f20947-20958.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f21006-21019.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f21006-21019.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f6995-7007.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f6995-7007.json
Forehand_Volley,448aeb92_IMG_6552_Forehand_Volley_f9530-9542.mp4,../artifacts/poses_bbox/448aeb92_IMG_6552_Forehand_Volley_f9530-9542.json
Forehand_Volley,4965c88d_IMG_6592_Forehand_Volley_f17678-17689.mp4,../artifacts/poses_bbox/4965c88d_IMG_6592_Forehand_Volley_f17678-17689.json
Forehand_Volley,4965c88d_IMG_6592_Forehand_Volley_f18594-18606.mp4,../artifacts/poses_bbox/4965c88d_IMG_6592_Forehand_Volley_f18594-18606.json
